chargeback_id,txn_date,wholesaler,customer_id,contract_type,ndc,ndc_description,rate_class,pricing_unit,quantity,wac_per_unit,claimed_contract_price,chargeback_amount,error_type,is_invalid
CB2011031,2024-11-16,Cencora,CUST1056,GPO,51672206200,3-DAY VAGINAL CREAM,G,GM,1142,0.33373,0.25283,92.39,VALID,0
CB2000595,2024-10-25,McKesson,CUST1000,GPO,31722055760,ABACAVIR 300 MG TABLET,G,EA,3151,0.72957,0.56731,511.28,VALID,0
CB2007306,2025-03-13,McKesson,CUST1045,GPO,50268004911,ABACAVIR 300 MG TABLET,G,EA,4497,0.66792,0.4427,1012.81,VALID,0
CB2006573,2025-02-27,McKesson,CUST1036,GPO,00378410591,ABACAVIR 300 MG TABLET,G,EA,1083,0.72723,0.55255,189.18,VALID,0
CB2009929,2024-11-03,CardinalHealth,CUST1034,340B,00378410591,ABACAVIR 300 MG TABLET,G,EA,3314,0.72723,0.4191,1021.14,VALID,0
CB2004706,2025-04-14,Cencora,CUST1047,340B,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,441,6.69193,3.03814,1611.32,VALID,0
CB2004397,2024-06-09,McKesson,CUST1050,340B,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,2115,0.08208,0.04501,78.4,VALID,0
CB2001388,2024-12-04,CardinalHealth,CUST1004,IDN,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,755,43.29511,29.44067,10460.1,VALID,0
CB2000711,2025-05-06,McKesson,CUST1030,IDN,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,2489,12.61133,9.24663,8374.74,VALID,0
CB2003671,2025-01-12,CardinalHealth,CUST1032,GPO,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,1222,1.00093,0.74059,318.14,VALID,0
CB2005902,2025-03-11,McKesson,CUST1026,GPO,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,2488,12.61133,8.24277,10868.98,VALID,0
CB2005342,2024-07-04,McKesson,CUST1016,IDN,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,2430,0.30716,0.24284,156.3,VALID,0
CB2001090,2024-09-29,Cencora,CUST1044,GPO,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,3964,6.69193,4.56992,8411.65,VALID,0
CB2002036,2025-05-06,Cencora,CUST1039,340B,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,1333,0.30716,0.14575,215.16,VALID,0
CB2006185,2024-07-10,Cencora,CUST1045,GPO,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,265,0.81871,0.54264,73.16,VALID,0
CB2005197,2024-07-01,CardinalHealth,CUST1028,IDN,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,4530,1740.91629,1209.06636,2409280.18,VALID,0
CB2002983,2025-02-18,CardinalHealth,CUST1058,IDN,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,476,0.30716,0.26192,21.53,VALID,0
CB2009709,2025-05-13,Cencora,CUST1013,GPO,50268004911,ABACAVIR 300 MG TABLET,G,EA,4443,0.66792,0.48418,816.36,VALID,0
CB2008158,2025-01-02,Cencora,CUST1031,IDN,50268004911,ABACAVIR 300 MG TABLET,G,EA,4666,0.66792,0.52145,683.43,VALID,0
CB2006892,2024-09-25,Cencora,CUST1051,340B,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,4431,0.81871,0.45266,1621.97,VALID,0
CB2008180,2025-05-08,CardinalHealth,CUST1016,IDN,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,2388,1740.91629,1114.36052,1496215.18,VALID,0
CB2009546,2024-08-09,Cencora,CUST1045,GPO,50268004911,ABACAVIR 300 MG TABLET,G,EA,84,0.66792,0.4427,18.92,VALID,0
CB2010024,2024-08-07,CardinalHealth,CUST1046,340B,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,222,12.61133,5.76842,1519.13,VALID,0
CB2005764,2025-03-20,CardinalHealth,CUST1039,340B,31722055760,ABACAVIR 300 MG TABLET,G,EA,3356,0.72957,0.34618,1286.66,VALID,0
CB2008981,2024-10-16,CardinalHealth,CUST1057,GPO,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,4075,43.29511,27.7565,63319.84,VALID,0
CB2004758,2025-05-16,Cencora,CUST1036,GPO,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,4294,0.30716,0.23338,316.81,VALID,0
CB2001304,2025-01-09,McKesson,CUST1032,GPO,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,3709,1740.91629,1126.89511,2277404.56,VALID,0
CB2004069,2025-02-13,CardinalHealth,CUST1025,340B,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,1807,6.69193,3.26767,6187.64,VALID,0
CB2002976,2024-12-09,McKesson,CUST1011,GPO,50268004911,ABACAVIR 300 MG TABLET,G,EA,324,0.66792,0.49626,55.62,VALID,0
CB2009747,2024-10-09,Cencora,CUST1020,340B,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,2591,12.61133,5.69528,17919.49,VALID,0
CB2006025,2025-03-21,Cencora,CUST1029,GPO,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,2789,1740.91629,1041.59022,1950420.41,VALID,0
CB2004013,2024-06-01,Cencora,CUST1011,GPO,50268004911,ABACAVIR 300 MG TABLET,G,EA,3763,0.66792,0.49626,645.96,VALID,0
CB2000138,2024-07-14,McKesson,CUST1003,IDN,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,2895,1.00093,0.78663,620.4,INELIGIBLE_MEMBER,1
CB9900195,2024-07-31,McKesson,CUST1039,340B,00378410591,ABACAVIR 300 MG TABLET,G,EA,1496,0.72723,0.34507,571.71,DUPLICATE,1
CB2007339,2025-02-17,McKesson,CUST1050,340B,50268004911,ABACAVIR 300 MG TABLET,G,EA,126,0.66792,0.36629,38.01,VALID,0
CB2004357,2025-05-06,McKesson,CUST1035,GPO,00378410591,ABACAVIR 300 MG TABLET,G,EA,2985,0.72723,0.54477,544.64,VALID,0
CB2010270,2024-11-07,McKesson,CUST1021,GPO,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,2708,1.00093,0.74679,688.21,VALID,0
CB2007136,2024-09-01,McKesson,CUST1021,GPO,51672206200,3-DAY VAGINAL CREAM,G,GM,841,0.33373,0.249,71.26,VALID,0
CB2006340,2024-07-13,CardinalHealth,CUST1042,340B,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,2348,0.08208,0.04776,80.58,VALID,0
CB2007226,2025-04-08,McKesson,CUST1019,340B,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,3399,6.69193,4.38188,7851.86,INELIGIBLE_MEMBER,1
CB2005309,2024-10-30,Cencora,CUST1026,GPO,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,4571,6.69193,4.37385,10595.94,VALID,0
CB2008094,2024-12-06,CardinalHealth,CUST1009,IDN,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,4587,1.00093,0.77552,1033.96,VALID,0
CB2010573,2025-03-30,McKesson,CUST1036,GPO,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,801,6.69193,4.24201,1962.39,VALID,0
CB2006416,2025-04-21,McKesson,CUST1024,GPO,00378410591,ABACAVIR 300 MG TABLET,G,EA,3151,0.72723,0.54884,562.11,VALID,0
CB2011769,2024-06-02,CardinalHealth,CUST1017,SPECIALTY,00378410591,ABACAVIR 300 MG TABLET,G,EA,3670,0.72723,0.50004,833.79,VALID,0
CB2010958,2025-04-23,CardinalHealth,CUST1049,IDN,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,2294,43.29511,30.10309,30262.49,VALID,0
CB2007956,2024-11-24,CardinalHealth,CUST1041,IDN,00378410591,ABACAVIR 300 MG TABLET,G,EA,4472,0.72723,0.59771,579.21,VALID,0
CB2007801,2024-10-19,Cencora,CUST1040,IDN,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,474,0.22114,0.18662,16.36,VALID,0
CB2003432,2024-07-12,McKesson,CUST1039,340B,51672206200,3-DAY VAGINAL CREAM,G,GM,2463,0.33373,0.15835,431.96,VALID,0
CB2011694,2024-08-18,McKesson,CUST1039,340B,51672206200,3-DAY VAGINAL CREAM,G,GM,1279,0.33373,0.15835,224.31,VALID,0
CB2003784,2025-02-16,Cencora,CUST1028,IDN,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,1917,12.61133,8.75857,7385.74,VALID,0
CB2011293,2024-06-13,McKesson,CUST1059,GPO,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,3950,6.69193,4.3618,9204.01,VALID,0
CB2002870,2024-09-02,Cencora,CUST1051,340B,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,331,0.08208,0.04538,12.15,VALID,0
CB2003501,2025-02-08,CardinalHealth,CUST1032,GPO,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,1767,6.69193,4.33169,4170.54,VALID,0
CB2004311,2024-09-08,McKesson,CUST1051,340B,00378410591,ABACAVIR 300 MG TABLET,G,EA,2948,0.72723,0.40209,958.51,VALID,0
CB2003532,2024-08-15,Cencora,CUST1027,IDN,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,3819,1.00093,0.76151,914.34,VALID,0
CB2002624,2025-04-18,CardinalHealth,CUST1029,GPO,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,1080,0.81871,0.56474,274.29,PRICE_MISMATCH,1
CB2006096,2025-02-08,McKesson,CUST1010,IDN,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,1204,0.08208,0.06713,18.0,VALID,0
CB2011355,2024-10-29,Cencora,CUST1000,GPO,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,1040,0.30716,0.23885,71.04,VALID,0
CB2008146,2024-11-04,Cencora,CUST1028,IDN,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,1523,0.30716,0.24177,99.59,VALID,0
CB2000887,2025-03-26,CardinalHealth,CUST1057,GPO,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,1512,1740.91629,1116.10143,944720.07,VALID,0
CB2011262,2025-03-25,CardinalHealth,CUST1019,GPO,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,4037,1740.91629,1139.95199,2426092.88,VALID,0
CB2002941,2025-05-15,McKesson,CUST1021,GPO,31722055760,ABACAVIR 300 MG TABLET,G,ML,1802,0.72957,0.54433,333.8,UNIT_MISMATCH,1
CB2007691,2025-05-04,McKesson,CUST1042,340B,50268004911,ABACAVIR 300 MG TABLET,G,EA,4621,0.66792,0.38866,1290.46,VALID,0
CB2003791,2025-05-21,McKesson,CUST1039,340B,00378410591,ABACAVIR 300 MG TABLET,G,EA,4795,0.72723,0.34507,1832.46,VALID,0
CB2000089,2024-11-11,Cencora,CUST1011,GPO,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,4222,12.61133,7.59076,21196.85,VALID,0
CB2010065,2024-11-21,Cencora,CUST1032,GPO,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,2402,1740.91629,1126.89511,1474878.87,VALID,0
CB2007598,2024-06-18,Cencora,CUST1042,340B,00378410591,ABACAVIR 300 MG TABLET,G,EA,4921,0.72723,0.42318,1496.23,VALID,0
CB2008595,2024-12-09,Cencora,CUST1056,GPO,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,2397,12.61133,7.6412,11913.4,VALID,0
CB2007401,2024-08-05,Cencora,CUST1036,GPO,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,200,0.08208,0.06236,3.94,VALID,0
CB2009514,2025-04-14,CardinalHealth,CUST1015,340B,31722055760,ABACAVIR 300 MG TABLET,G,EA,2835,0.72957,0.38733,970.25,VALID,0
CB2011839,2024-07-05,CardinalHealth,CUST1010,IDN,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,1049,0.30716,0.2512,58.7,VALID,0
CB2011479,2025-01-26,CardinalHealth,CUST1022,GPO,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,3268,1.00093,0.77972,722.91,VALID,0
CB2010083,2024-12-18,McKesson,CUST1042,340B,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,1946,43.29511,16.61233,51924.69,VALID,0
CB2001172,2025-02-09,McKesson,CUST1032,GPO,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,179,1.60408,1.18686,74.68,VALID,0
CB2001163,2025-01-05,McKesson,CUST1009,IDN,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,1637,1.60408,1.24284,591.35,VALID,0
CB2002229,2024-09-30,CardinalHealth,CUST1042,340B,50268004911,ABACAVIR 300 MG TABLET,G,EA,4777,0.66792,0.38866,1334.03,VALID,0
CB2008552,2024-11-01,McKesson,CUST1050,340B,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,1818,0.22114,0.12127,181.56,VALID,0
CB9900115,2025-03-06,McKesson,CUST1021,GPO,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,3474,0.30716,0.22917,270.94,DUPLICATE,1
CB2000385,2025-05-21,McKesson,CUST1038,IDN,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,4641,12.61133,8.79388,17716.79,VALID,0
CB2002550,2024-11-08,McKesson,CUST1038,IDN,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,3159,43.29511,23.93204,61167.95,PRICE_MISMATCH,1
CB2009190,2024-09-18,McKesson,CUST1006,IDN,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,4581,1740.91629,1197.75041,2488242.9,VALID,0
CB2005900,2024-09-13,CardinalHealth,CUST1034,340B,51672206200,3-DAY VAGINAL CREAM,G,GM,882,0.33373,0.19233,124.71,VALID,0
CB2010231,2025-02-02,Cencora,CUST1041,IDN,31722055760,ABACAVIR 300 MG TABLET,G,EA,4940,0.72957,0.59963,641.9,VALID,0
CB2010121,2025-03-12,Cencora,CUST1055,GPO,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,4192,6.69193,4.40864,9571.55,VALID,0
CB2001756,2024-06-27,McKesson,CUST1046,340B,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,2042,6.69193,3.06089,7414.58,VALID,0
CB2006528,2025-01-16,Cencora,CUST1026,GPO,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,1896,1740.91629,1137.86289,1143389.25,VALID,0
CB2010045,2024-08-25,CardinalHealth,CUST1007,GPO,31722055760,ABACAVIR 300 MG TABLET,G,EA,695,0.72957,0.55542,121.03,VALID,0
CB2004173,2024-12-04,Cencora,CUST1021,GPO,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,4342,1.00093,0.74679,1103.48,VALID,0
CB2007590,2024-08-23,Cencora,CUST1015,340B,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,2746,0.08208,0.04358,105.72,VALID,0
CB2001396,2024-06-11,CardinalHealth,CUST1029,GPO,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,2398,0.08208,0.06493,41.13,VALID,0
CB2002897,2025-04-08,CardinalHealth,CUST1019,GPO,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,925,1.60408,1.15173,418.42,VALID,0
CB2010969,2025-02-23,McKesson,CUST1043,340B,51672206200,3-DAY VAGINAL CREAM,G,GM,1061,0.33373,0.19233,150.03,VALID,0
CB2001925,2025-04-08,Cencora,CUST1054,GPO,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,4305,1740.91629,1189.5681,2373553.96,VALID,0
CB2003841,2025-01-08,Cencora,CUST1045,GPO,31722055760,ABACAVIR 300 MG TABLET,G,EA,416,0.72957,0.48356,102.34,VALID,0
CB2007376,2025-01-23,Cencora,CUST1028,IDN,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,1454,1.00093,0.78783,309.85,VALID,0
CB2009164,2025-02-28,Cencora,CUST1045,GPO,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,3154,0.81871,0.54264,870.72,VALID,0
CB2002133,2024-11-27,Cencora,CUST1039,340B,00378410591,ABACAVIR 300 MG TABLET,G,EA,2641,0.72723,0.34507,1009.28,VALID,0
CB2010687,2024-08-05,Cencora,CUST1040,IDN,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,1209,43.29511,29.89527,16200.41,VALID,0
CB2000951,2024-11-07,CardinalHealth,CUST1016,IDN,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,3281,6.69193,4.2835,7902.06,VALID,0
CB2010069,2024-09-27,CardinalHealth,CUST1018,GPO,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,2336,0.08208,0.06356,43.26,VALID,0
CB2009501,2024-06-02,CardinalHealth,CUST1044,GPO,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,3636,12.61133,8.61228,14540.55,VALID,0
CB2010420,2024-06-08,Cencora,CUST1037,GPO,50268004911,ABACAVIR 300 MG TABLET,G,EA,2694,0.66792,0.50401,441.57,VALID,0
CB2001037,2024-06-25,McKesson,CUST1031,IDN,51672206200,3-DAY VAGINAL CREAM,G,GM,3740,0.33373,0.26054,273.73,VALID,0
CB2007154,2024-10-28,McKesson,CUST1002,340B,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,1096,1740.91629,802.38832,1028626.66,VALID,0
CB2001576,2024-07-01,CardinalHealth,CUST1042,340B,51672206200,3-DAY VAGINAL CREAM,G,GM,869,0.33373,0.1942,121.25,VALID,0
CB2008517,2024-10-04,CardinalHealth,CUST1026,GPO,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,3291,0.30716,0.21581,300.63,VALID,0
CB2011206,2025-02-02,CardinalHealth,CUST1014,GPO,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,4021,1740.91629,1151.96431,2368175.91,VALID,0
CB2002978,2025-01-29,CardinalHealth,CUST1014,GPO,51672206200,3-DAY VAGINAL CREAM,G,GM,4762,0.33373,0.25671,366.77,VALID,0
CB2005408,2024-12-21,McKesson,CUST1007,GPO,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,4418,12.61133,8.33231,18904.71,VALID,0
CB2002606,2024-08-05,CardinalHealth,CUST1041,IDN,31722055760,ABACAVIR 300 MG TABLET,G,EA,558,0.72957,0.59963,72.51,VALID,0
CB2011083,2024-12-10,Cencora,CUST1058,IDN,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,3830,1740.91629,1031.56096,2716830.91,PRICE_MISMATCH,1
CB2001750,2024-12-19,CardinalHealth,CUST1053,GPO,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,1822,1.60408,1.14579,835.0,VALID,0
CB2003001,2024-09-20,CardinalHealth,CUST1052,340B,00378410591,ABACAVIR 300 MG TABLET,G,EA,4460,0.72723,0.41663,1385.28,VALID,0
CB2002370,2024-07-12,Cencora,CUST1016,IDN,00378410591,ABACAVIR 300 MG TABLET,G,EA,1197,0.72723,0.57495,182.28,VALID,0
CB2005508,2024-09-13,Cencora,CUST1057,GPO,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,1128,1.00093,0.7578,274.25,VALID,0
CB2007702,2025-02-01,CardinalHealth,CUST1024,GPO,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,3383,0.30716,0.23181,254.91,VALID,0
CB2004139,2024-06-01,McKesson,CUST1048,340B,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,2738,1.00093,0.55762,1213.78,VALID,0
CB2007135,2024-11-30,McKesson,CUST1044,GPO,31722055760,ABACAVIR 300 MG TABLET,G,EA,2680,0.72957,0.4125,849.74,PRICE_MISMATCH,1
CB2007477,2024-11-02,CardinalHealth,CUST1035,GPO,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,3565,0.30716,0.23009,274.75,VALID,0
CB2006391,2024-12-21,Cencora,CUST1025,340B,51672206200,3-DAY VAGINAL CREAM,G,GM,1359,0.33373,0.18809,197.92,VALID,0
CB2007674,2024-06-09,CardinalHealth,CUST1031,IDN,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,2852,1.60408,1.25231,1003.25,VALID,0
CB2004882,2025-04-23,Cencora,CUST1057,GPO,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,1453,1740.91629,1116.10143,907855.99,VALID,0
CB2002151,2024-09-13,CardinalHealth,CUST1018,GPO,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,3247,12.61133,8.42941,13578.69,VALID,0
CB2001515,2024-10-02,McKesson,CUST1053,GPO,31722055760,ABACAVIR 300 MG TABLET,G,EA,402,0.72957,0.52113,83.79,VALID,0
CB2006441,2025-02-12,CardinalHealth,CUST1016,IDN,50268004911,ABACAVIR 300 MG TABLET,G,EA,1380,0.66792,0.52806,193.01,VALID,0
CB2011840,2025-01-08,McKesson,CUST1043,340B,00378410591,ABACAVIR 300 MG TABLET,G,EA,4329,0.72723,0.4191,1333.89,VALID,0
CB2005495,2025-01-21,CardinalHealth,CUST1015,340B,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,1239,0.30716,0.12432,226.54,PRICE_MISMATCH,1
CB2006428,2025-02-01,Cencora,CUST1057,GPO,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,1071,0.30716,0.23255,79.91,VALID,0
CB2000102,2025-04-07,Cencora,CUST1035,GPO,00378410591,ABACAVIR 300 MG TABLET,G,EA,1951,0.72723,0.54477,355.98,VALID,0
CB2010600,2025-04-12,CardinalHealth,CUST1021,GPO,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,4883,43.29511,28.79125,70822.35,VALID,0
CB2001652,2024-08-17,Cencora,CUST1015,340B,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,233,1.00093,0.53139,109.4,VALID,0
CB2007239,2025-03-25,CardinalHealth,CUST1025,340B,51672206200,3-DAY VAGINAL CREAM,G,GM,1750,0.33373,0.18809,254.87,VALID,0
CB2000404,2025-02-22,McKesson,CUST1036,GPO,50268004911,ABACAVIR 300 MG TABLET,G,EA,4377,0.66792,0.50749,702.2,VALID,0
CB2006366,2024-09-12,McKesson,CUST1009,IDN,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,3285,43.29511,29.74374,44516.25,VALID,0
CB2006715,2025-05-31,Cencora,CUST1049,IDN,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,949,12.61133,8.76866,3646.69,VALID,0
CB2002656,2025-02-18,McKesson,CUST1036,GPO,24385005452,12HR NASAL DECONGEST ER 120 MG,G,GM,3308,0.30716,0.23338,244.06,UNIT_MISMATCH,1
CB2005781,2024-09-23,McKesson,CUST1048,340B,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,3466,1.00093,0.55762,1536.51,VALID,0
CB2008967,2024-11-10,McKesson,CUST1053,GPO,51672206200,3-DAY VAGINAL CREAM,G,GM,3317,0.33373,0.23838,316.28,VALID,0
CB2003851,2025-04-29,McKesson,CUST1025,340B,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,4493,0.81871,0.46142,1605.3,VALID,0
CB2009336,2024-10-30,CardinalHealth,CUST1051,340B,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,2081,0.30716,0.16983,285.78,VALID,0
CB2000650,2025-05-27,McKesson,CUST1053,GPO,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,2734,1.60408,1.14579,1252.96,VALID,0
CB2007242,2025-03-08,McKesson,CUST1059,GPO,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,4448,0.81871,0.59283,1004.71,VALID,0
CB2003391,2024-08-18,McKesson,CUST1009,IDN,00378410591,ABACAVIR 300 MG TABLET,G,EA,393,0.72723,0.56346,64.36,VALID,0
CB2007168,2025-05-14,Cencora,CUST1012,340B,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,1808,1740.91629,771.92228,1751941.17,VALID,0
CB2007381,2024-06-16,CardinalHealth,CUST1047,340B,00378410591,ABACAVIR 300 MG TABLET,G,EA,3938,0.72723,0.39052,1325.96,VALID,0
CB2004867,2024-08-05,Cencora,CUST1053,GPO,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,2725,0.08208,0.05863,63.9,VALID,0
CB2000571,2025-03-03,CardinalHealth,CUST1042,340B,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,1269,1.60408,0.93341,851.08,VALID,0
CB2007703,2025-02-27,McKesson,CUST1047,340B,50268004911,ABACAVIR 300 MG TABLET,G,EA,1788,0.66792,0.35867,552.94,VALID,0
CB2009358,2025-04-27,Cencora,CUST1048,340B,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,3181,12.61133,5.58682,22344.97,VALID,0
CB2002627,2024-11-23,Cencora,CUST1028,IDN,50268004911,ABACAVIR 300 MG TABLET,G,EA,3579,0.66792,0.52572,508.93,VALID,0
CB2002913,2024-07-03,CardinalHealth,CUST1055,GPO,00378410591,ABACAVIR 300 MG TABLET,G,EA,2089,0.72723,0.53968,391.79,VALID,0
CB2000221,2025-05-08,Cencora,CUST1016,IDN,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,2546,12.61133,8.07251,11555.84,VALID,0
CB2010613,2024-11-26,CardinalHealth,CUST1016,IDN,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,144,43.29511,27.7132,2243.8,VALID,0
CB2002007,2025-04-19,CardinalHealth,CUST1046,340B,00378410591,ABACAVIR 300 MG TABLET,G,EA,1338,0.72723,0.36223,488.37,VALID,0
CB2005260,2025-04-26,Cencora,CUST1029,GPO,00378410591,ABACAVIR 300 MG TABLET,G,EA,811,0.72723,0.57524,123.26,VALID,0
CB2003624,2025-05-04,CardinalHealth,CUST1044,GPO,00378410591,ABACAVIR 300 MG TABLET,G,EA,4041,0.72723,0.49895,922.48,VALID,0
CB2001299,2025-04-18,McKesson,CUST1058,IDN,00378410591,ABACAVIR 300 MG TABLET,G,EA,2701,0.72723,0.62011,289.33,VALID,0
CB2003188,2025-04-10,CardinalHealth,CUST1010,IDN,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,3742,1.00093,0.81856,682.43,VALID,0
CB2008074,2024-10-27,McKesson,CUST1021,GPO,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,4849,0.30716,0.22917,378.17,VALID,0
CB2006794,2024-12-28,Cencora,CUST1023,340B,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,2311,1.00093,0.52529,1099.2,VALID,0
CB2007415,2024-12-15,McKesson,CUST1043,340B,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,2473,12.61133,6.33972,15509.69,VALID,0
CB2008640,2024-08-02,McKesson,CUST1041,IDN,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,2506,0.22114,0.18175,98.71,VALID,0
CB2006284,2024-12-24,Cencora,CUST1030,IDN,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,4266,0.08208,0.06661,66.0,VALID,0
CB2005248,2024-08-14,McKesson,CUST1012,340B,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,4316,0.22114,0.12842,400.18,VALID,0
